encoder,task,fold,head,n_train,n_test,n_test_samples,gene,pearson,r2,mse,mean_pred,mean_target,std_pred,std_target,train_mean_pred,train_mean_target
resnet50,CCRCC,0,nointercept,55849,18371,4,SLC39A14,0.25513505935668945,-1.979203462600708,1.260594129562378,-0.1815033257007599,0.7174714207649231,0.40428024530410767,0.6505404114723206,8.74288286212277e-09,0.7381115555763245
resnet50,CCRCC,0,nointercept,55849,18371,4,STK39,0.30429068207740784,-0.978455662727356,1.1372601985931396,-0.012115082703530788,0.771937370300293,0.2598985731601715,0.7582253813743591,6.120017559396729e-08,0.4193609356880188
resnet50,CCRCC,0,nointercept,55849,18371,4,TFRC,0.1529497355222702,-0.46764254570007324,0.33393973112106323,0.12755486369132996,0.3642186224460602,0.308965265750885,0.4770289361476898,1.923434211903441e-07,0.5276065468788147
resnet50,CCRCC,0,nointercept,55849,18371,4,TM2D3,0.11251331120729446,-0.7989102602005005,0.31498199701309204,-0.05941113084554672,0.2904095947742462,0.18742936849594116,0.41848257184028625,8.524310857183082e-08,0.31546756625175476
resnet50,CCRCC,0,nointercept,55849,18371,4,TMEM91,0.28699761629104614,-1.1536505222320557,0.7134719491004944,-0.080132856965065,0.5503664016723633,0.27430257201194763,0.5756142735481262,-4.808585529758602e-08,0.4913979470729828
resnet50,CCRCC,0,nointercept,55849,18371,4,TP53INP1,0.04847846180200577,-0.785689115524292,0.4487977921962738,-0.051718633621931076,0.38048461079597473,0.13042998313903809,0.5013269782066345,6.775734107122844e-08,0.3533923029899597
resnet50,CCRCC,0,nointercept,55849,18371,4,TRBC1,0.14766483008861542,-0.4878803491592407,0.37546661496162415,0.041858475655317307,0.3617956340312958,0.23618656396865845,0.5023584961891174,3.934297154728483e-08,0.5053873062133789
resnet50,CCRCC,0,nointercept,55849,18371,4,VMP1,0.11294839531183243,-2.7983620166778564,1.0349483489990234,-0.31186145544052124,0.5287051200866699,0.3026863932609558,0.5219868421554565,1.3551468214245688e-07,0.9123802185058594
resnet50,CCRCC,0,nointercept,55849,18371,4,YWHAE,0.06903659552335739,-3.062429904937744,0.5508350729942322,-0.38941138982772827,0.21967053413391113,0.23736099898815155,0.36821669340133667,2.0108629428250424e-07,0.6586275100708008
resnet50,CCRCC,0,intercept,55849,18371,4,AKAP8,0.14466829597949982,-0.047051191329956055,0.22020740807056427,0.2623383700847626,0.3477015793323517,0.14989453554153442,0.4586319327354431,0.35211098194122314,0.35207951068878174
resnet50,CCRCC,0,intercept,55849,18371,4,BLVRB,0.10127028822898865,-0.1184319257736206,0.17469224333763123,0.19522172212600708,0.2520582377910614,0.16983331739902496,0.3952379524707794,0.37018153071403503,0.37015095353126526
resnet50,CCRCC,0,intercept,55849,18371,4,BTF3,0.014238184317946434,-0.3531026840209961,0.20041826367378235,0.20267710089683533,0.2396368533372879,0.2311725914478302,0.38489606976509094,0.6006479263305664,0.6006410717964172
resnet50,CCRCC,0,intercept,55849,18371,4,CD109,0.281562864780426,-0.42022669315338135,0.3418496251106262,0.6384926438331604,0.35703882575035095,0.3406120538711548,0.49063730239868164,0.4874054491519928,0.48740237951278687
resnet50,CCRCC,0,intercept,55849,18371,4,CD14,0.017262449488043785,-0.2410968542098999,0.4720064103603363,0.6270925998687744,0.4735223054885864,0.2718036472797394,0.6167124509811401,0.7004002928733826,0.7004610300064087
resnet50,CCRCC,0,intercept,55849,18371,4,CHST15,0.1408241093158722,-0.1027529239654541,0.29300132393836975,0.503554105758667,0.426510214805603,0.2357805222272873,0.5154651403427124,0.47237518429756165,0.4723576605319977
resnet50,CCRCC,0,intercept,55849,18371,4,CIB1,0.1277484893798828,-0.29603326320648193,0.3681786060333252,0.6791105270385742,0.5336077809333801,0.32793962955474854,0.533033549785614,0.7432956695556641,0.7433766722679138
resnet50,CCRCC,0,intercept,55849,18371,4,CKB,0.18483078479766846,-0.018581271171569824,0.4532683193683624,0.4862493574619293,0.48686012625694275,0.2768388092517853,0.6669981479644775,0.5242353677749634,0.5242236852645874
resnet50,CCRCC,0,intercept,55849,18371,4,CPD,0.1644008904695511,-0.1881924867630005,0.3471122086048126,0.5293588638305664,0.49838611483573914,0.33772802352905273,0.5404714345932007,0.5640748143196106,0.5640750527381897
resnet50,CCRCC,0,intercept,55849,18371,4,CPE,0.44744873046875,0.18840354681015015,0.8519352674484253,1.253898024559021,1.281748652458191,0.5659316182136536,1.0245916843414307,1.100927472114563,1.101182460784912
resnet50,CCRCC,0,intercept,55849,18371,4,DERL1,0.2825181782245636,-0.02295553684234619,0.32247495651245117,0.5801936388015747,0.551719069480896,0.3362577259540558,0.5614963173866272,0.618559718132019,0.6185947060585022
resnet50,CCRCC,0,intercept,55849,18371,4,DNAJB12,0.07600998878479004,-0.22134912014007568,0.1521257609128952,0.2677207291126251,0.19344381988048553,0.17779500782489777,0.3528968393802643,0.33688458800315857,0.33685410022735596
resnet50,CCRCC,0,intercept,55849,18371,4,EGFL7,0.003836494404822588,-0.1469275951385498,0.19043613970279694,0.2088470757007599,0.25916171073913574,0.1493598222732544,0.40750932693481445,0.4487448036670685,0.4487183690071106
resnet50,CCRCC,0,intercept,55849,18371,4,FLNB,0.23865428566932678,-0.06349480152130127,0.35817617177963257,0.5992192029953003,0.5235467553138733,0.32506391406059265,0.5803722739219666,0.6350507736206055,0.635085940361023
resnet50,CCRCC,0,intercept,55849,18371,4,GADD45B,0.2118971049785614,-0.010103583335876465,0.37422242760658264,0.44432902336120605,0.5482276678085327,0.22688865661621094,0.6086657047271729,0.5517252683639526,0.5517125129699707
resnet50,CCRCC,0,intercept,55849,18371,4,GPNMB,0.08924731612205505,-0.11800277233123779,0.4019140899181366,0.4765443205833435,0.3970940411090851,0.2509442865848541,0.5995708107948303,0.5628021955490112,0.5627884268760681
resnet50,CCRCC,0,intercept,55849,18371,4,H3F3A,0.014332359656691551,-0.534980297088623,0.23571130633354187,0.2979826033115387,0.2360963523387909,0.28553441166877747,0.39186713099479675,0.705535352230072,0.7055453062057495
resnet50,CCRCC,0,intercept,55849,18371,4,HMOX1,0.2623295485973358,0.003008902072906494,0.49286967515945435,0.3230057954788208,0.5029290914535522,0.19627879559993744,0.7031210064888,0.43120941519737244,0.4311843514442444
resnet50,CCRCC,0,intercept,55849,18371,4,HNRNPK,0.07808320969343185,-0.2531418800354004,0.2605711817741394,0.44596898555755615,0.3734790086746216,0.25616464018821716,0.45600324869155884,0.8355991840362549,0.8356579542160034
resnet50,CCRCC,0,intercept,55849,18371,4,HSPA1A,-0.13209085166454315,-0.2122126817703247,0.9152142405509949,0.8740609884262085,1.035993218421936,0.2688530385494232,0.8689042329788208,0.6819397807121277,0.6820328235626221
resnet50,CCRCC,0,intercept,55849,18371,4,HTRA1,0.1457342803478241,-0.38559889793395996,0.8606988191604614,0.5881310105323792,1.0581694841384888,0.2930806875228882,0.7881587147712708,0.9137338995933533,0.9139458537101746
resnet50,CCRCC,0,intercept,55849,18371,4,IFI27,0.12323363870382309,-0.5684055089950562,0.6767795085906982,1.1042122840881348,0.7394761443138123,0.4255770146846771,0.6569132804870605,1.2026065587997437,1.2027190923690796
resnet50,CCRCC,0,intercept,55849,18371,4,IFI6,0.1269252896308899,-0.22135591506958008,0.5342656373977661,0.8012611865997314,0.6172744035720825,0.3484555184841156,0.6614391207695007,0.8938797116279602,0.8939899802207947
resnet50,CCRCC,0,intercept,55849,18371,4,IRF7,0.04273873195052147,-0.15199005603790283,0.1854718029499054,0.20980890095233917,0.23679625988006592,0.17221738398075104,0.4012371599674225,0.3306989371776581,0.33066850900650024
resnet50,CCRCC,0,intercept,55849,18371,4,ISG15,0.09548409283161163,-0.12746667861938477,0.2640925645828247,0.42424920201301575,0.32549721002578735,0.19538164138793945,0.4839668571949005,0.49167272448539734,0.4916550815105438
resnet50,CCRCC,0,intercept,55849,18371,4,KRTCAP2,0.09373138844966888,-0.1645106077194214,0.20546892285346985,0.27563250064849854,0.281703382730484,0.21409358084201813,0.4200657308101654,0.5391478538513184,0.5391302108764648
resnet50,CCRCC,0,intercept,55849,18371,4,LAPTM4B,0.24682189524173737,-0.025670170783996582,0.38737180829048157,0.49717551469802856,0.5739158987998962,0.3155030608177185,0.6145338416099548,0.5353255271911621,0.5353134274482727
resnet50,CCRCC,0,intercept,55849,18371,4,LRRC41,0.22498251497745514,-0.19167792797088623,0.44103628396987915,0.7874795794487,0.6136590838432312,0.38066691160202026,0.608378529548645,0.8225691914558411,0.8226604461669922
resnet50,CCRCC,0,intercept,55849,18371,4,LY6E,0.13066455721855164,-0.25296247005462646,0.6117073893547058,0.8423141837120056,0.926900327205658,0.4444151520729065,0.6987102031707764,1.0796089172363281,1.079782247543335
resnet50,CCRCC,0,intercept,55849,18371,4,NAMPT,0.12328636646270752,-0.18575787544250488,0.3603892922401428,0.6836881041526794,0.5111877918243408,0.24488671123981476,0.5513198971748352,0.635819673538208,0.6358631253242493
resnet50,CCRCC,0,intercept,55849,18371,4,NOL3,0.12095879763364792,-0.1936558485031128,0.2824486792087555,0.24940180778503418,0.37024691700935364,0.24519675970077515,0.48639166355133057,0.5354476571083069,0.5354296565055847
resnet50,CCRCC,0,intercept,55849,18371,4,NOTCH3,-0.024085087701678276,-0.20948338508605957,0.2526240050792694,0.22906732559204102,0.32917729020118713,0.1730605661869049,0.456993967294693,0.5420399904251099,0.5420306921005249
resnet50,CCRCC,0,intercept,55849,18371,4,NT5DC2,0.05868183448910713,-0.4950817823410034,0.17650295794010162,0.3361280858516693,0.1804121732711792,0.2062178999185562,0.34357714653015137,0.3418586552143097,0.34182968735694885
resnet50,CCRCC,0,intercept,55849,18371,4,PARP10,0.11432896554470062,-0.12802648544311523,0.1917027086019516,0.33153006434440613,0.27463242411613464,0.19117291271686554,0.412236750125885,0.5014538168907166,0.5014361143112183
resnet50,CCRCC,0,intercept,55849,18371,4,PTGS1,0.182785302400589,-0.1757524013519287,0.4967348873615265,0.2856946587562561,0.5660426020622253,0.21752887964248657,0.6500086188316345,0.3281516134738922,0.3281203508377075
resnet50,CCRCC,0,intercept,55849,18371,4,PXN,0.1515996903181076,-0.1607520580291748,0.33942484855651855,0.49758610129356384,0.5125220417976379,0.31330618262290955,0.5407484769821167,0.626592755317688,0.626606285572052
resnet50,CCRCC,0,intercept,55849,18371,4,RXRA,0.1379152089357376,-0.07420313358306885,0.23741278052330017,0.4201565980911255,0.3631996512413025,0.1965557336807251,0.47013112902641296,0.4285416901111603,0.428512305021286
resnet50,CCRCC,0,intercept,55849,18371,4,S100A9,0.0492987334728241,-0.10630691051483154,0.529973566532135,0.6015793085098267,0.5041909217834473,0.24054297804832458,0.6921295523643494,0.44337064027786255,0.4433532655239105
resnet50,CCRCC,0,intercept,55849,18371,4,SCARB1,0.31766989827156067,-0.0235292911529541,0.4474506676197052,0.48610246181488037,0.6490933895111084,0.37692850828170776,0.6611703634262085,0.6143051385879517,0.6143035888671875
resnet50,CCRCC,0,intercept,55849,18371,4,SEMA4B,0.12829726934432983,-0.5183712244033813,0.33252760767936707,0.5707147121429443,0.3488627076148987,0.32066065073013306,0.4679643511772156,0.5149543285369873,0.5149420499801636
resnet50,CCRCC,0,intercept,55849,18371,4,SLC15A4,0.2094123512506485,-0.061240434646606445,0.2688046395778656,0.483371376991272,0.42174988985061646,0.25648435950279236,0.5032762885093689,0.5096871852874756,0.5096741318702698
resnet50,CCRCC,0,intercept,55849,18371,4,SLC39A14,0.2554784119129181,-0.13033604621887207,0.47828057408332825,0.556675374507904,0.7174714207649231,0.40462321043014526,0.6505404114723206,0.7380530834197998,0.7381115555763245
resnet50,CCRCC,0,intercept,55849,18371,4,STK39,0.3055863380432129,-0.13905417919158936,0.6547536253929138,0.4076392650604248,0.771937370300293,0.2603801488876343,0.7582253813743591,0.4193907678127289,0.4193609356880188
resnet50,CCRCC,0,intercept,55849,18371,4,TFRC,0.15310898423194885,-0.5936441421508789,0.36260947585105896,0.6551655530929565,0.3642186224460602,0.30912256240844727,0.4770289361476898,0.527615487575531,0.5276065468788147
resnet50,CCRCC,0,intercept,55849,18371,4,TM2D3,0.11234147101640701,-0.10717594623565674,0.19386209547519684,0.25647157430648804,0.2904095947742462,0.18769747018814087,0.41848257184028625,0.31549981236457825,0.31546756625175476
resnet50,CCRCC,0,intercept,55849,18371,4,TMEM91,0.2869375944137573,-0.012093901634216309,0.33529147505760193,0.41155731678009033,0.5503664016723633,0.274584025144577,0.5756142735481262,0.4914155602455139,0.4913979470729828
resnet50,CCRCC,0,intercept,55849,18371,4,TP53INP1,0.04860050976276398,-0.06707406044006348,0.2681880295276642,0.30174198746681213,0.38048461079597473,0.13044261932373047,0.5013269782066345,0.3534241020679474,0.3533923029899597
resnet50,CCRCC,0,intercept,55849,18371,4,TRBC1,0.14720883965492249,-0.2188016176223755,0.3075645864009857,0.547360360622406,0.3617956340312958,0.23591993749141693,0.5023584961891174,0.5054031610488892,0.5053873062133789
resnet50,CCRCC,0,intercept,55849,18371,4,VMP1,0.11253383010625839,-0.22502613067626953,0.33378565311431885,0.6008583903312683,0.5287051200866699,0.30279022455215454,0.5219868421554565,0.9122781157493591,0.9123802185058594
resnet50,CCRCC,0,intercept,55849,18371,4,YWHAE,0.06864804029464722,-0.34572482109069824,0.1824702024459839,0.2702063024044037,0.21967053413391113,0.23734374344348907,0.36821669340133667,0.6586260199546814,0.6586275100708008
resnet50,CCRCC,0,ycentered,55849,18371,4,AKAP8,0.14465928077697754,-0.04706311225891113,0.22020992636680603,0.2623252868652344,0.3477015793323517,0.14988940954208374,0.4586319327354431,0.35211092233657837,0.35207951068878174
resnet50,CCRCC,0,ycentered,55849,18371,4,BLVRB,0.1013399213552475,-0.11833846569061279,0.17467765510082245,0.19528302550315857,0.2520582377910614,0.1698433756828308,0.3952379524707794,0.3701813519001007,0.37015095353126526
resnet50,CCRCC,0,ycentered,55849,18371,4,BTF3,0.014202659949660301,-0.353452205657959,0.20047003030776978,0.20232781767845154,0.2396368533372879,0.23121659457683563,0.38489606976509094,0.6006475687026978,0.6006410717964172
resnet50,CCRCC,0,ycentered,55849,18371,4,CD109,0.28147122263908386,-0.42082369327545166,0.3419933319091797,0.6385854482650757,0.35703882575035095,0.34076061844825745,0.49063730239868164,0.4874056279659271,0.48740237951278687
resnet50,CCRCC,0,ycentered,55849,18371,4,CD14,0.017236145213246346,-0.24112701416015625,0.47201788425445557,0.6270862221717834,0.4735223054885864,0.271811842918396,0.6167124509811401,0.7004002928733826,0.7004610300064087
resnet50,CCRCC,0,ycentered,55849,18371,4,CHST15,0.14080201089382172,-0.1027231216430664,0.292993426322937,0.5035389065742493,0.426510214805603,0.23574914038181305,0.5154651403427124,0.47237542271614075,0.4723576605319977
resnet50,CCRCC,0,ycentered,55849,18371,4,CIB1,0.12764668464660645,-0.2961620092391968,0.3682151734828949,0.6791841387748718,0.5336077809333801,0.3279004991054535,0.533033549785614,0.7432959079742432,0.7433766722679138
resnet50,CCRCC,0,ycentered,55849,18371,4,CKB,0.1849287748336792,-0.018388986587524414,0.45318272709846497,0.48636358976364136,0.48686012625694275,0.2766733467578888,0.6669981479644775,0.5242352485656738,0.5242236852645874
resnet50,CCRCC,0,ycentered,55849,18371,4,CPD,0.1643953174352646,-0.18811285495758057,0.3470889627933502,0.5292790532112122,0.49838611483573914,0.3376880884170532,0.5404714345932007,0.5640751123428345,0.5640750527381897
resnet50,CCRCC,0,ycentered,55849,18371,4,CPE,0.4475727081298828,0.18852001428604126,0.8518130779266357,1.2538552284240723,1.281748652458191,0.5660231113433838,1.0245916843414307,1.1009275913238525,1.101182460784912
resnet50,CCRCC,0,ycentered,55849,18371,4,DERL1,0.2824559509754181,-0.022977232933044434,0.32248178124427795,0.5801554322242737,0.551719069480896,0.33621546626091003,0.5614963173866272,0.6185600757598877,0.6185947060585022
resnet50,CCRCC,0,ycentered,55849,18371,4,DNAJB12,0.07618194818496704,-0.22102701663970947,0.15208564698696136,0.26762112975120544,0.19344381988048553,0.1777825504541397,0.3528968393802643,0.3368845283985138,0.33685410022735596
resnet50,CCRCC,0,ycentered,55849,18371,4,EGFL7,0.0038389666005969048,-0.14691686630249023,0.19043436646461487,0.20882567763328552,0.25916171073913574,0.14934366941452026,0.40750932693481445,0.4487444758415222,0.4487183690071106
resnet50,CCRCC,0,ycentered,55849,18371,4,FLNB,0.2386469542980194,-0.06354928016662598,0.358194500207901,0.5991860628128052,0.5235467553138733,0.32511675357818604,0.5803722739219666,0.6350507736206055,0.635085940361023
resnet50,CCRCC,0,ycentered,55849,18371,4,GADD45B,0.21196623146533966,-0.010127544403076172,0.3742313086986542,0.444222629070282,0.5482276678085327,0.2269248068332672,0.6086657047271729,0.5517252683639526,0.5517125129699707
resnet50,CCRCC,0,ycentered,55849,18371,4,GPNMB,0.08918841928243637,-0.11803042888641357,0.4019239842891693,0.4763803780078888,0.3970940411090851,0.25099241733551025,0.5995708107948303,0.5628021359443665,0.5627884268760681
resnet50,CCRCC,0,ycentered,55849,18371,4,H3F3A,0.014312195591628551,-0.5349700450897217,0.23570974171161652,0.2979260981082916,0.2360963523387909,0.28553536534309387,0.39186713099479675,0.7055350542068481,0.7055453062057495
resnet50,CCRCC,0,ycentered,55849,18371,4,HMOX1,0.26237761974334717,0.003230154514312744,0.4927602708339691,0.32327139377593994,0.5029290914535522,0.19621782004833221,0.7031210064888,0.4312093257904053,0.4311843514442444
resnet50,CCRCC,0,ycentered,55849,18371,4,HNRNPK,0.07808464765548706,-0.2531261444091797,0.26056790351867676,0.44595474004745483,0.3734790086746216,0.2561620771884918,0.45600324869155884,0.835598886013031,0.8356579542160034
resnet50,CCRCC,0,ycentered,55849,18371,4,HSPA1A,-0.13201726973056793,-0.21215343475341797,0.9151694774627686,0.8740413188934326,1.035993218421936,0.2688325345516205,0.8689042329788208,0.6819397807121277,0.6820328235626221
resnet50,CCRCC,0,ycentered,55849,18371,4,HTRA1,0.14578719437122345,-0.38586413860321045,0.8608636260032654,0.5879403948783875,1.0581694841384888,0.29310157895088196,0.7881587147712708,0.9137337803840637,0.9139458537101746
resnet50,CCRCC,0,ycentered,55849,18371,4,IFI27,0.12318523228168488,-0.5686005353927612,0.6768636703491211,1.1043288707733154,0.7394761443138123,0.4255368709564209,0.6569132804870605,1.202606439590454,1.2027190923690796
resnet50,CCRCC,0,ycentered,55849,18371,4,IFI6,0.12698876857757568,-0.22097957134246826,0.5341010093688965,0.8008120656013489,0.6172744035720825,0.34851232171058655,0.6614391207695007,0.8938796520233154,0.8939899802207947
resnet50,CCRCC,0,ycentered,55849,18371,4,IRF7,0.042420633137226105,-0.15251481533050537,0.18555627763271332,0.20964351296424866,0.23679625988006592,0.17231978476047516,0.4012371599674225,0.3306989371776581,0.33066850900650024
resnet50,CCRCC,0,ycentered,55849,18371,4,ISG15,0.09541633725166321,-0.12759292125701904,0.2641221284866333,0.4243259131908417,0.32549721002578735,0.1953883171081543,0.4839668571949005,0.4916726350784302,0.4916550815105438
resnet50,CCRCC,0,ycentered,55849,18371,4,KRTCAP2,0.09374267607927322,-0.16451287269592285,0.2054693102836609,0.2755998969078064,0.281703382730484,0.21410034596920013,0.4200657308101654,0.539147675037384,0.5391302108764648
resnet50,CCRCC,0,ycentered,55849,18371,4,LAPTM4B,0.24686160683631897,-0.025629520416259766,0.3873564600944519,0.497200608253479,0.5739158987998962,0.31551289558410645,0.6145338416099548,0.5353256464004517,0.5353134274482727
resnet50,CCRCC,0,ycentered,55849,18371,4,LRRC41,0.22482930123806,-0.19200527667999268,0.4411574602127075,0.7874516844749451,0.6136590838432312,0.38078880310058594,0.608378529548645,0.8225693702697754,0.8226604461669922
resnet50,CCRCC,0,ycentered,55849,18371,4,LY6E,0.13067735731601715,-0.2529681921005249,0.611710250377655,0.8423673510551453,0.926900327205658,0.4444437623023987,0.6987102031707764,1.0796090364456177,1.079782247543335
resnet50,CCRCC,0,ycentered,55849,18371,4,NAMPT,0.12335783988237381,-0.18537354469299316,0.36027249693870544,0.6833892464637756,0.5111877918243408,0.24490386247634888,0.5513198971748352,0.6358198523521423,0.6358631253242493
resnet50,CCRCC,0,ycentered,55849,18371,4,NOL3,0.12110284715890884,-0.19362592697143555,0.2824415862560272,0.24934086203575134,0.37024691700935364,0.24522674083709717,0.48639166355133057,0.5354474186897278,0.5354296565055847
resnet50,CCRCC,0,ycentered,55849,18371,4,NOTCH3,-0.024096209555864334,-0.20953094959259033,0.2526339292526245,0.2290228009223938,0.32917729020118713,0.1730588972568512,0.456993967294693,0.542039692401886,0.5420306921005249
resnet50,CCRCC,0,ycentered,55849,18371,4,NT5DC2,0.05867837741971016,-0.4946928024291992,0.17645704746246338,0.33600983023643494,0.1804121732711792,0.2061934769153595,0.34357714653015137,0.34185874462127686,0.34182968735694885
resnet50,CCRCC,0,ycentered,55849,18371,4,PARP10,0.1141708716750145,-0.12826061248779297,0.19174250960350037,0.33149397373199463,0.27463242411613464,0.19123893976211548,0.412236750125885,0.501453697681427,0.5014361143112183
resnet50,CCRCC,0,ycentered,55849,18371,4,PTGS1,0.18263304233551025,-0.1758866310119629,0.4967915415763855,0.28565213084220886,0.5660426020622253,0.21747389435768127,0.6500086188316345,0.3281516432762146,0.3281203508377075
resnet50,CCRCC,0,ycentered,55849,18371,4,PXN,0.1516159474849701,-0.1607832908630371,0.3394339680671692,0.49735304713249207,0.5125220417976379,0.31332162022590637,0.5407484769821167,0.6265925765037537,0.626606285572052
resnet50,CCRCC,0,ycentered,55849,18371,4,RXRA,0.138153076171875,-0.0739138126373291,0.23734883964061737,0.4201737344264984,0.3631996512413025,0.19647110998630524,0.47013112902641296,0.4285416603088379,0.428512305021286
resnet50,CCRCC,0,ycentered,55849,18371,4,S100A9,0.049294233322143555,-0.1063007116317749,0.5299705862998962,0.6015459299087524,0.5041909217834473,0.24054907262325287,0.6921295523643494,0.44337067008018494,0.4433532655239105
resnet50,CCRCC,0,ycentered,55849,18371,4,SCARB1,0.3176429867744446,-0.023502588272094727,0.4474389851093292,0.4861763119697571,0.6490933895111084,0.3769211173057556,0.6611703634262085,0.614304780960083,0.6143035888671875
resnet50,CCRCC,0,ycentered,55849,18371,4,SEMA4B,0.12825818359851837,-0.5182641744613647,0.33250418305397034,0.5706546306610107,0.3488627076148987,0.3206444978713989,0.4679643511772156,0.5149545669555664,0.5149420499801636
resnet50,CCRCC,0,ycentered,55849,18371,4,SLC15A4,0.20941764116287231,-0.061247825622558594,0.26880648732185364,0.48344430327415466,0.42174988985061646,0.256463885307312,0.5032762885093689,0.5096871852874756,0.5096741318702698
resnet50,CCRCC,0,ycentered,55849,18371,4,SLC39A14,0.25549569725990295,-0.13030564785003662,0.47826769948005676,0.5567136406898499,0.7174714207649231,0.40463966131210327,0.6505404114723206,0.7380529642105103,0.7381115555763245
resnet50,CCRCC,0,ycentered,55849,18371,4,STK39,0.3056897521018982,-0.13915538787841797,0.6548117995262146,0.4075064957141876,0.771937370300293,0.2604178488254547,0.7582253813743591,0.41939082741737366,0.4193609356880188
resnet50,CCRCC,0,ycentered,55849,18371,4,TFRC,0.15309128165245056,-0.5937063694000244,0.3626236319541931,0.6551583409309387,0.3642186224460602,0.3091508746147156,0.4770289361476898,0.5276157855987549,0.5276065468788147
resnet50,CCRCC,0,ycentered,55849,18371,4,TM2D3,0.11238431185483932,-0.10714221000671387,0.19385619461536407,0.2565082907676697,0.2904095947742462,0.18771350383758545,0.41848257184028625,0.31549981236457825,0.31546756625175476
resnet50,CCRCC,0,ycentered,55849,18371,4,TMEM91,0.287093847990036,-0.011767029762268066,0.33518320322036743,0.41187772154808044,0.5503664016723633,0.2747167646884918,0.5756142735481262,0.49141547083854675,0.4913979470729828
resnet50,CCRCC,0,ycentered,55849,18371,4,TP53INP1,0.04850681126117706,-0.06713175773620605,0.268202543258667,0.30170899629592896,0.38048461079597473,0.13043299317359924,0.5013269782066345,0.353424072265625,0.3533923029899597
resnet50,CCRCC,0,ycentered,55849,18371,4,TRBC1,0.14722104370594025,-0.21841704845428467,0.3074675500392914,0.5471729040145874,0.3617956340312958,0.23585020005702972,0.5023584961891174,0.5054029822349548,0.5053873062133789
resnet50,CCRCC,0,ycentered,55849,18371,4,VMP1,0.1125357449054718,-0.22500669956207275,0.33378034830093384,0.6007269620895386,0.5287051200866699,0.3028206527233124,0.5219868421554565,0.9122778177261353,0.9123802185058594
resnet50,CCRCC,0,ycentered,55849,18371,4,YWHAE,0.06864497810602188,-0.3456655740737915,0.1824621707201004,0.26996293663978577,0.21967053413391113,0.23738017678260803,0.36821669340133667,0.6586258411407471,0.6586275100708008
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,AKAP8,0.14439640939235687,-0.9216388463973999,0.40414366126060486,-0.08953145146369934,0.3477015793323517,0.14998790621757507,0.4586319327354431,8.74288286212277e-09,0.35207951068878174
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,BLVRB,0.1013970598578453,-1.2637138366699219,0.3535782992839813,-0.1747567057609558,0.2520582377910614,0.1696956306695938,0.3952379524707794,-1.748576572424554e-08,0.37015095353126526
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,BTF3,0.014256462454795837,-3.0879135131835938,0.6054917573928833,-0.39787641167640686,0.2396368533372879,0.23122037947177887,0.38489606976509094,-5.682873549517353e-08,0.6006410717964172
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,CD109,0.2815895080566406,-0.26710617542266846,0.3049934208393097,0.1513625830411911,0.35703882575035095,0.34077686071395874,0.49063730239868164,3.0600087796983644e-08,0.48740237951278687
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,CD14,0.01673118770122528,-0.9645429849624634,0.747143030166626,-0.07291395217180252,0.4735223054885864,0.271706759929657,0.6167124509811401,1.4862899888612446e-07,0.7004610300064087
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,CHST15,0.14063972234725952,-0.6682740449905396,0.44326022267341614,0.03126907721161842,0.426510214805603,0.23557822406291962,0.5154651403427124,1.9890057956217788e-07,0.4723576605319977
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,CIB1,0.12779001891613007,-1.4787468910217285,0.7041652202606201,-0.06408525258302689,0.5336077809333801,0.3278132677078247,0.533033549785614,2.53543589678884e-07,0.7433766722679138
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,CKB,0.18517807126045227,-0.6367039680480957,0.7283326387405396,-0.03774546831846237,0.48686012625694275,0.27679547667503357,0.6669981479644775,3.0600087796983644e-08,0.5242236852645874
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,CPD,0.16432715952396393,-1.1578028202056885,0.6303689479827881,-0.03475768491625786,0.49838611483573914,0.33762267231941223,0.5404714345932007,2.53543589678884e-07,0.5640750527381897
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,CPE,0.4478287398815155,-1.024336814880371,2.124952554702759,0.1529674381017685,1.281748652458191,0.5663940906524658,1.0245916843414307,2.1857205823039294e-08,1.101182460784912
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,DERL1,0.282510906457901,-1.1248197555541992,0.6698248982429504,-0.03834352642297745,0.551719069480896,0.33621543645858765,0.5614963173866272,3.5845818047164357e-07,0.6185947060585022
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,DNAJB12,0.07614000886678696,-0.7300688028335571,0.21548959612846375,-0.06911620497703552,0.19344381988048553,0.1776590645313263,0.3528968393802643,6.120017559396729e-08,0.33685410022735596
resnet50,CCRCC,0,nointercept_exact,55849,18371,4,EGFL7,0.003997135441750288,-1.6296255588531494,0.4366236627101898,-0.23956336081027985,0.25916171073913574,0.1494014412164688,0.40750932693481445,-6.994306289698216e-08,0.4487183690071106
